FIPS_city,St,City,County,Pop_2005,Latitude,Longitude
1700243,IL,Addison,DuPage,36811,41.930567,-88.008623
1701114,IL,Alton,Madison,29433,38.903967,-90.154017
1702154,IL,Arlington Heights,"Cook, Lake",74620,42.09495,-87.982024
1703012,IL,Aurora,"DuPage, Kane, Kendall, Will",168181,41.767633,-88.293042
1704013,IL,Bartlett,"Cook, DuPage, Kane",38479,41.979004,-88.205354
1704845,IL,Belleville,St. Clair,41143,38.529967,-90.00323
1705573,IL,Berwyn,Cook,51409,41.84245,-87.791049
1706613,IL,Bloomington,McLean,69749,40.47895,-88.973549
1707133,IL,Bolingbrook,"DuPage, Will",68365,41.7004,-88.077165
1709447,IL,Buffalo Grove,"Cook, Lake",43115,42.166307,-87.963323
1709642,IL,Burbank,Cook,27634,41.7441,-87.768974
1710487,IL,Calumet City,Cook,37795,41.61175,-87.549549
1711163,IL,Carbondale,Jackson,24806,37.724629,-89.21739
1711332,IL,Carol Stream,DuPage,40040,41.916815,-88.131037
1711358,IL,Carpentersville,Kane,37204,42.121324,-88.271487
1712385,IL,Champaign,Champaign,71568,40.113,-88.264949
1714000,IL,Chicago,"Cook, DuPage",2842518,41.83705,-87.684965
1714026,IL,Chicago Heights,Cook,31373,41.5099,-87.637567
1714351,IL,Cicero,Cook,82741,41.84435,-87.759852
1717887,IL,Crystal Lake,McHenry,40922,42.23185,-88.330539
1718563,IL,Danville,Vermilion,32920,40.143898,-87.619436
1718823,IL,Decatur,Macon,77836,39.85225,-88.933848
1719161,IL,DeKalb,DeKalb,42085,41.930629,-88.75191
1719642,IL,Des Plaines,Cook,56551,42.0346,-87.900949
1720292,IL,Dolton,Cook,24504,41.6293,-87.598716
1720591,IL,Downers Grove,DuPage,49094,41.7972,-88.017399
1722255,IL,East St. Louis,St. Clair,29843,38.61465,-90.131029
1723074,IL,Elgin,"Cook, Kane",98645,42.039563,-88.287952
1723256,IL,Elk Grove Village,"Cook, DuPage",34025,42.00575,-87.992599
1723620,IL,Elmhurst,"Cook, DuPage",44976,41.89795,-87.943624
1723724,IL,Elmwood Park,Cook,24499,41.92245,-87.816499
1724582,IL,Evanston,Cook,75236,42.04635,-87.694549
1727884,IL,Freeport,Stephenson,25612,42.290155,-89.63469
1728326,IL,Galesburg,Knox,32017,40.950043,-90.377932
1729730,IL,Glendale Heights,DuPage,32465,41.9202,-88.078849
1729756,IL,Glen Ellyn,DuPage,27193,41.86655,-88.062599
1729938,IL,Glenview,Cook,45989,42.079648,-87.815191
1730926,IL,Granite City,Madison,30796,38.7144,-90.129655
1732018,IL,Gurnee,Lake,30772,42.377092,-87.935973
1732746,IL,Hanover Park,"Cook, DuPage",37229,41.984577,-88.144785
1733383,IL,Harvey,Cook,28771,41.60725,-87.651896
1734722,IL,Highland Park,Lake,31380,42.1827,-87.809653
1735411,IL,Hoffman Estates,"Cook, Kane",52046,42.06455,-88.138303
1738570,IL,Joliet,"Kendall, Will",136208,41.526717,-88.122436
1738934,IL,Kankakee,Kankakee,26642,41.11545,-87.861199
1742028,IL,Lansing,Cook,27324,41.56755,-87.545699
1744407,IL,Lombard,DuPage,42816,41.87495,-88.014965
1747774,IL,Maywood,Cook,25777,41.88025,-87.844499
1749867,IL,Moline,Rock Island,42892,41.4851,-90.488799
1751089,IL,Mount Prospect,Cook,54482,42.0654,-87.937549
1751349,IL,Mundelein,Lake,32774,42.26705,-88.003149
1751622,IL,Naperville,"DuPage, Will",141579,41.7626,-88.154299
1753000,IL,Niles,Cook,29330,42.02695,-87.809499
1753234,IL,Normal,McLean,49927,40.51737,-88.999406
1753481,IL,Northbrook,Cook,34190,42.1297,-87.832949
1753559,IL,North Chicago,Lake,33376,42.31865,-87.859249
1754638,IL,Oak Forest,Cook,28116,41.6065,-87.752599
1754820,IL,Oak Lawn,Cook,53991,41.71505,-87.752099
1754885,IL,Oak Park,Cook,50757,41.887556,-87.789463
1756640,IL,Orland Park,"Cook, Will",55461,41.61045,-87.850673
1757225,IL,Palatine,Cook,67232,42.1125,-88.043024
1757875,IL,Park Ridge,Cook,36983,42.01175,-87.843999
1758447,IL,Pekin,"Peoria, Tazewell",33331,40.568233,-89.628095
1759000,IL,Peoria,Peoria,112685,40.744964,-89.609225
1762367,IL,Quincy,Adams,39841,39.933536,-91.388588
1765000,IL,Rockford,Winnebago,152916,42.2703,-89.063149
1765078,IL,Rock Island,Rock Island,38702,41.4746,-90.580299
1766040,IL,Round Lake Beach,Lake,28253,42.3776,-88.081697
1766703,IL,St. Charles,"DuPage, Kane",32332,41.920333,-88.30083
1768003,IL,Schaumburg,"Cook, DuPage",72805,42.033,-88.083364
1770122,IL,Skokie,Cook,64678,42.03705,-87.739946
1772000,IL,Springfield,Sangamon,115668,39.781433,-89.644654
1773157,IL,Streamwood,Cook,37312,42.0206,-88.173335
1775484,IL,Tinley Park,"Cook, Will",57477,41.574767,-87.800432
1777005,IL,Urbana,Champaign,38463,40.108536,-88.205151
1779293,IL,Waukegan,Lake,91396,42.3709,-87.867999
1781048,IL,Wheaton,DuPage,54700,41.856,-88.107613
1781087,IL,Wheeling,"Cook, Lake",36641,42.1305,-87.923635
1782075,IL,Wilmette,Cook,26922,42.0772,-87.728574
1783245,IL,Woodridge,"Cook, DuPage, Will",34058,41.739078,-88.042528
1801468,IN,Anderson,Madison,57500,40.0929,-85.688049
1805860,IN,Bloomington,Monroe,69017,39.16655,-86.521523
1810342,IN,Carmel,Hamilton,59243,39.969319,-86.109507
1814734,IN,Columbus,Bartholomew,39380,39.210652,-85.913377
1819486,IN,East Chicago,Lake,30946,41.64865,-87.451872
1820728,IN,Elkhart,Elkhart,52270,41.6868,-85.96879
1822000,IN,Evansville,Vanderburgh,115918,37.98415,-87.543299
1823278,IN,Fishers,Hamilton,57220,39.954133,-86.023576
1825000,IN,Fort Wayne,Allen,223341,41.07375,-85.139024
1827000,IN,Gary,Lake,98715,41.59575,-87.344149
1828386,IN,Goshen,Elkhart,31269,41.5785,-85.83507
1829898,IN,Greenwood,Johnson,42236,39.615544,-86.113759
1831000,IN,Hammond,Lake,79217,41.621,-87.490364
1834114,IN,Hobart,Lake,27768,41.5316,-87.267321
1838358,IN,Jeffersonville,Clark,28621,38.3009,-85.726568
1840392,IN,Kokomo,Howard,46178,40.47555,-86.133099
1840788,IN,Lafayette,Tippecanoe,60459,40.41085,-86.870685
1842426,IN,Lawrence,Marion,40959,39.868556,-85.987189
1846908,IN,Marion,Grant,30644,40.5491,-85.66699
1848528,IN,Merrillville,Lake,31525,41.471583,-87.325828
1848798,IN,Michigan City,LaPorte,32205,41.71255,-86.876026
1849932,IN,Mishawaka,St. Joseph,48497,41.6692,-86.168474
1851876,IN,Muncie,Delaware,66164,40.19745,-85.390635
1852326,IN,New Albany,Floyd,36772,38.303987,-85.825814
1854180,IN,Noblesville,Hamilton,38825,40.056634,-86.031692
1861092,IN,Portage,Porter,35687,41.586699,-87.181522
1864260,IN,Richmond,Wayne,37560,39.829543,-84.885425
1871000,IN,South Bend,St. Joseph,105262,41.6753,-86.265699
1875428,IN,Terre Haute,Vigo,56893,39.4704,-87.383516
1878326,IN,Valparaiso,Porter,29102,41.477312,-87.051004
1882862,IN,West Lafayette,Tippecanoe,28599,40.444667,-86.911929
1901855,IA,Ames,Story,52263,42.02335,-93.625622
1902305,IA,Ankeny,Polk,36681,41.724775,-93.605324
1906355,IA,Bettendorf,Scott,31890,41.564233,-90.476182
1909550,IA,Burlington,Des Moines,25436,40.808705,-91.122899
1911755,IA,Cedar Falls,Black Hawk,36471,42.520576,-92.452807
1912000,IA,Cedar Rapids,Linn,123119,41.972967,-91.669578
1914430,IA,Clinton,Clinton,27086,41.843216,-90.232994
1916860,IA,Council Bluffs,Pottawattamie,59568,41.23995,-95.859499
1919000,IA,Davenport,Scott,98845,41.55675,-90.604224
1921000,IA,Des Moines,"Polk, Warren",194163,41.576738,-93.617405
1922395,IA,Dubuque,Dubuque,57798,42.5045,-90.690008
1928515,IA,Fort Dodge,Webster,25493,42.507943,-94.176764
1938595,IA,Iowa City,Johnson,62887,41.65825,-91.535124
1949485,IA,Marion,Linn,30233,42.0344,-91.589549
1949755,IA,Marshall,Marshall,25977,42.035451,-92.91183
1950160,IA,Mason City,Cerro Gordo,27909,43.151344,-93.198472
1973335,IA,Sioux City,"Plymouth, Woodbury",83148,42.500151,-96.39395
1979950,IA,Urbandale,"Dallas, Polk",34696,41.63655,-93.74089
1982425,IA,Waterloo,Black Hawk,66483,42.49165,-92.351058
1983910,IA,West Des Moines,"Dallas, Polk",52768,41.5707,-93.752915
2018250,KS,Dodge City,Ford,26104,37.758655,-100.015401
2021275,KS,Emporia,Lyon,26456,38.411417,-96.193071
2025325,KS,Garden City,Finney,27098,37.977109,-100.862842
2033625,KS,Hutchinson,Reno,40961,38.06549,-97.914214
2036000,KS,Kansas City,Wyandotte,144210,39.1184,-94.727037
2038900,KS,Lawrence,Douglas,81816,38.96285,-95.255405
2039000,KS,Leavenworth,Leavenworth,35213,39.32456,-94.923211
2039075,KS,Leawood,Johnson,30145,38.907124,-94.625201
2039350,KS,Lenexa,Johnson,43434,38.963536,-94.788457
2044250,KS,Manhattan,"Pottawatomie, Riley",48668,39.1901,-96.589981
2052575,KS,Olathe,Johnson,111334,38.88685,-94.814499
2053775,KS,Overland Park,Johnson,164811,38.914592,-94.684916
2062700,KS,Salina,Saline,45956,38.815788,-97.617762
2064500,KS,Shawnee,Johnson,57628,39.015236,-94.804453
2071000,KS,Topeka,Shawnee,121946,39.0379,-95.691999
2079000,KS,Wichita,Sedgwick,354865,37.68735,-97.342674
2108902,KY,Bowling Green,Warren,52272,36.973703,-86.441242
2117848,KY,Covington,Kenton,42811,39.036831,-84.514346
2128900,KY,Frankfort,Franklin,27210,38.19077,-84.865203
2135866,KY,Henderson,Henderson,27666,37.839918,-87.582002
2137918,KY,Hopkinsville,Christian,28821,36.854422,-87.490928
2140222,KY,Jefferson,Jefferson,26100,38.2056,-85.57092
2158620,KY,Owensboro,Daviess,55459,37.75935,-87.119319
2158836,KY,Paducah,McCracken,25575,37.072586,-88.635996
2165226,KY,Richmond,Madison,30893,37.742752,-84.293637
2200975,LA,Alexandria,Rapides,45693,31.29195,-92.463306
2205000,LA,Baton Rouge,East Baton Rouge,222064,30.448967,-91.126043
2208920,LA,Bossier City,Bossier,60505,32.518643,-93.663767
2236255,LA,Houma,Terrebonne,32105,29.578733,-90.706916
2239475,LA,Kenner,Jefferson,69911,30.128464,-90.227872
2240735,LA,Lafayette,Lafayette,112030,30.21525,-92.029499
2241155,LA,Lake Charles,Calcasieu,70555,30.21085,-93.20291
2251410,LA,Monroe,Ouachita,51914,32.51165,-92.084921
2254035,LA,New Iberia,Iberia,32495,30.005107,-91.817162
2255000,LA,New Orleans,Orleans,454863,30.065846,-89.931355
2270000,LA,Shreveport,"Bossier, Caddo",198874,32.47155,-93.797808
2270805,LA,Slidell,St. Tammany,26840,30.281033,-89.777674
2302795,ME,Bangor,Penobscot,31074,44.832203,-68.78755
2338740,ME,Lewiston,Androscoggin,36050,44.08925,-70.172478
2360545,ME,Portland,Cumberland,63889,43.667134,-70.207166
2401600,MD,Annapolis,Anne Arundel,36300,38.97165,-76.503033
2404000,MD,Baltimore,Baltimore IC,635815,39.3008,-76.610616
2408775,MD,Bowie,Prince George's,53878,38.959467,-76.737739
2430325,MD,Frederick,Frederick,57907,39.428187,-77.416905
2431175,MD,Gaithersburg,Montgomery,57698,39.14125,-77.216641
2436075,MD,Hagers,Washington,38326,39.63795,-77.719277
2467675,MD,Rockville,Montgomery,57402,39.08115,-77.153919
2502690,MA,Attleboro,Bristol,43382,41.930669,-71.295741
2505595,MA,Beverly,Essex,39876,42.55775,-70.840461
2507000,MA,Boston,Suffolk,559034,42.336029,-71.017892
2509000,MA,Brockton,Plymouth,94632,42.081133,-71.025492
2511000,MA,Cambridge,Middlesex,100135,42.3758,-71.1187
2513205,MA,Chelsea,Suffolk,32518,42.3959,-71.03349
2513660,MA,Chicopee,Hampden,54680,42.1759,-72.573123
2521990,MA,Everett,Middlesex,36837,42.40655,-71.054647
2523000,MA,Fall River,Bristol,91802,41.7146,-71.105075
2523875,MA,Fitchburg,Worcester,40045,42.58925,-71.81555
2525100,MA,Franklin,Norfolk,30893,42.086892,-71.387314
2526150,MA,Gloucester,Essex,30713,42.631798,-70.683429
2529405,MA,Haverhill,Essex,60242,42.7843,-71.086212
2530840,MA,Holyoke,Hampden,39958,42.213467,-72.642426
2534550,MA,Lawrence,Essex,71314,42.699967,-71.162016
2535075,MA,Leominster,Worcester,41804,42.519075,-71.772163
2537000,MA,Lowell,Middlesex,103111,42.638711,-71.322141
2537490,MA,Lynn,Essex,88792,42.474167,-70.962548
2537875,MA,Malden,Middlesex,55871,42.430367,-71.058435
2538715,MA,Marl,Middlesex,37444,42.349904,-71.547693
2539835,MA,Medford,Middlesex,53523,42.42245,-71.108742
2540115,MA,Melrose,Middlesex,26365,42.4549,-71.059107
2545000,MA,New Bedford,Bristol,93102,41.6613,-70.938117
2545560,MA,Newton,Middlesex,83158,42.331567,-71.207082
2546330,MA,Northampton,Hampshire,28715,42.3271,-72.67514
2552490,MA,Peabody,Essex,51239,42.532936,-70.970279
2553960,MA,Pittsfield,Berkshire,43860,42.4518,-73.260899
2555745,MA,Quincy,Norfolk,90250,42.261315,-71.007022
2556585,MA,Revere,Suffolk,45807,42.41825,-70.992491
2559105,MA,Salem,Essex,41756,42.526468,-70.869521
2562535,MA,Somerville,Middlesex,74963,42.390319,-71.101828
2567000,MA,Springfield,Hampden,151732,42.115033,-72.539045
2569170,MA,Taunton,Bristol,56251,41.903049,-71.093252
2572600,MA,Waltham,Middlesex,59556,42.387845,-71.242214
2573440,MA,Water,Middlesex,32303,42.3695,-71.177577
2576030,MA,Westfield,Hampden,40525,42.1389,-72.756049
2581035,MA,Woburn,Middlesex,37147,42.485533,-71.155243
2582000,MA,Worcester,Worcester,175898,42.269633,-71.80892
2601380,MI,Allen Park,Wayne,28083,42.2596,-83.210436
2603000,MI,Ann Arbor,Washtenaw,113271,42.27535,-83.730841
2605920,MI,Battle Creek,Calhoun,53202,42.29885,-85.229015
2606020,MI,Bay City,Bay,34879,43.59005,-83.888649
2612060,MI,Burton,Genesee,30916,42.9967,-83.619591
2621000,MI,Dearborn,Wayne,94090,42.311334,-83.213482
2621020,MI,Dearborn Heights,Wayne,56176,42.327201,-83.272975
2622000,MI,Detroit,Wayne,886671,42.3831,-83.102198
2624120,MI,East Lansing,"Clinton, Ingham",46419,42.73595,-84.48432
2627440,MI,Farmington Hills,Oakland,80223,42.486086,-83.375583
2629000,MI,Flint,Genesee,118551,43.02285,-83.692799
2631420,MI,Garden City,Wayne,28960,42.3238,-83.342387
2634000,MI,Grand Rapids,Kent,193780,42.96125,-85.655727
2638640,MI,Holland,"Allegan, Ottawa",34429,42.771706,-86.102231
2640680,MI,Inkster,Wayne,28870,42.29335,-83.316522
2641420,MI,Jackson,Jackson,34879,42.2432,-84.404774
2642160,MI,Kalamazoo,Kalamazoo,72700,42.2747,-85.588287
2642820,MI,Kentwood,Kent,46491,42.882377,-85.592193
2646000,MI,Lansing,"Eaton, Ingham",115518,42.7091,-84.553996
2647800,MI,Lincoln Park,Wayne,38237,42.24345,-83.181045
2649000,MI,Livonia,Wayne,97977,42.39815,-83.372524
2650560,MI,Madison Heights,Oakland,30251,42.5037,-83.10265
2653780,MI,Midland,"Bay, Midland",41760,43.623618,-84.229365
2656020,MI,Mount Pleasant,Isabella,26253,43.596552,-84.778251
2656320,MI,Muskegon,Muskegon,39919,43.22755,-86.255534
2659440,MI,Novi,Oakland,53115,42.475493,-83.490466
2659920,MI,Oak Park,Oakland,31194,42.463133,-83.180499
2665440,MI,Pontiac,Oakland,67331,42.6491,-83.287192
2665560,MI,Portage,Kalamazoo,45277,42.201383,-85.590555
2665820,MI,Port Huron,St. Clair,31501,42.993719,-82.433628
2669035,MI,Rochester Hills,Oakland,69995,42.665674,-83.158205
2669800,MI,Roseville,Macomb,47708,42.50745,-82.936608
2670040,MI,Royal Oak,Oakland,58299,42.5086,-83.154622
2670520,MI,Saginaw,Saginaw,58361,43.41955,-83.949521
2670760,MI,St. Clair Shores,Macomb,61561,42.4931,-82.891134
2674900,MI,Southfield,Oakland,76818,42.4756,-83.259196
2674960,MI,Southgate,Wayne,29572,42.203575,-83.206206
2676460,MI,Sterling Heights,Macomb,128034,42.580035,-83.030534
2679000,MI,Taylor,Wayne,64962,42.225251,-83.268448
2680700,MI,Troy,Oakland,81168,42.580161,-83.14305
2684000,MI,Warren,Macomb,135311,42.493,-83.028197
2686000,MI,Westland,Wayne,85623,42.31895,-83.380923
2688900,MI,Wyandotte,Wayne,26940,42.211433,-83.156628
2688940,MI,Wyoming,Kent,70122,42.89235,-85.702524
2701486,MN,Andover,Anoka,29745,45.257533,-93.331116
2701900,MN,Apple Valley,Dakota,49856,44.74915,-93.197454
2706382,MN,Blaine,"Anoka, Ramsey",54084,45.166133,-93.208382
2706616,MN,Bloomington,Hennepin,81164,44.82945,-93.315086
2707948,MN,Brooklyn Center,Hennepin,27551,45.06885,-93.317849
2707966,MN,Brooklyn Park,Hennepin,68550,45.109567,-93.352082
2708794,MN,Burnsville,Dakota,59159,44.764565,-93.27986
2713114,MN,Coon Rapids,Anoka,62417,45.17405,-93.311091
2713456,MN,Cottage Grove,Washington,32553,44.817499,-92.92699
2717000,MN,Duluth,St. Louis,84896,46.781017,-92.117979
2717288,MN,Eagan,Dakota,63665,44.8194,-93.163004
2718116,MN,Eden Prairie,Hennepin,60649,44.84925,-93.458137
2718188,MN,Edina,Hennepin,45567,44.89105,-93.359624
2722814,MN,Fridley,Anoka,26515,45.084767,-93.258919
2731076,MN,Inver Grove Heights,Dakota,33182,44.825233,-93.057742
2735180,MN,Lakeville,Dakota,51484,44.679367,-93.244813
2739878,MN,Mankato,"Blue Earth, Le Sueur, Nicollet",34976,44.166661,-93.991068
2740166,MN,Maple Grove,Hennepin,59756,45.106018,-93.459963
2740382,MN,Maplewood,Ramsey,35085,44.992933,-93.023699
2743000,MN,Minneapolis,Hennepin,372811,44.96185,-93.266849
2743252,MN,Minnetonka,Hennepin,50045,44.932054,-93.461364
2743864,MN,Moorhead,Clay,34081,46.864584,-96.75571
2747680,MN,Oakdale,Washington,27389,44.9887,-92.9663
2751730,MN,Plymouth,Hennepin,69701,45.024281,-93.460215
2754214,MN,Richfield,Hennepin,33497,44.8772,-93.282124
2754880,MN,Rochester,Olmsted,94950,44.01365,-92.475699
2755852,MN,Roseville,Ramsey,32079,45.0152,-93.152547
2756896,MN,St. Cloud,"Benton, Sherburne, Stearns",65792,45.553951,-94.170359
2757220,MN,St. Louis Park,Hennepin,43296,44.9486,-93.364874
2758000,MN,St. Paul,Ramsey,275150,44.947744,-93.103686
2759998,MN,Shoreview,Ramsey,26855,45.0839,-93.135949
2771032,MN,Winona,Winona,26587,44.047776,-91.657138
2771428,MN,Woodbury,Washington,52479,44.905483,-92.920907
2806220,MS,Biloxi,Harrison,50209,30.415767,-88.931918
2814420,MS,Clinton,Hinds,26017,32.3397,-90.334928
2815380,MS,Columbus,Lowndes,24425,33.504977,-88.404172
2829180,MS,Greenville,Washington,38724,33.385402,-91.051887
2829700,MS,Gulfport,Harrison,72464,30.3861,-89.067682
2831020,MS,Hattiesburg,"Forrest, Lamar",47176,31.31275,-89.306919
2836000,MS,Jackson,"Hinds, Madison, Rankin",177977,32.3205,-90.207591
2846640,MS,Meridian,Lauderdale,38605,32.380874,-88.712501
2855360,MS,Pascagoula,Jackson,25173,30.366133,-88.547305
2869280,MS,Southaven,DeSoto,38840,34.974351,-89.999007
2874840,MS,Tupelo,Lee,35673,34.263488,-88.731995
2876720,MS,Vicksburg,Warren,25752,32.329087,-90.870795
2903160,MO,Ballwin,St. Louis,30481,38.5941,-90.552374
2906652,MO,Blue Springs,Jackson,53099,39.022,-94.273649
2911242,MO,Cape Girardeau,"Cape Girardeau, Scott",36204,37.308309,-89.5503
2913600,MO,Chesterfield,St. Louis,47020,38.6543,-90.581223
2915670,MO,Columbia,Boone,91814,38.9541,-92.326696
2924778,MO,Florissant,St. Louis,51812,38.79735,-90.324303
2927190,MO,Gladstone,Clay,27306,39.2128,-94.558908
2931276,MO,Hazelwood,St. Louis,25535,38.77765,-90.359629
2935000,MO,Independence,"Clay, Jackson",110208,39.089344,-94.353413
2937000,MO,Jefferson City,"Callaway, Cole",39062,38.571902,-92.190459
2937592,MO,Joplin,"Jasper, Newton",47183,37.0818,-94.502974
2938000,MO,Kansas City,"Cass, Clay, Jackson, Platte",444965,39.122312,-94.552009
2939044,MO,Kirkwood,St. Louis,27038,38.5804,-90.420055
2941348,MO,Lee's Summit,"Cass, Jackson",80338,38.916343,-94.383516
2942032,MO,Liberty,Clay,29042,39.24205,-94.419112
2946586,MO,Maryland Heights,St. Louis,26544,38.722474,-90.477403
2954074,MO,O'Fallon,St. Charles,69694,38.784306,-90.707878
2960788,MO,Ray,Jackson,28923,38.994867,-94.465214
2964082,MO,St. Charles,St. Charles,62304,38.79055,-90.516394
2964550,MO,St. Joseph,Buchanan,72661,39.7592,-94.821149
2965000,MO,St. Louis,St. Louis IC,344362,38.63605,-90.244299
2965126,MO,St. Peters,St. Charles,54209,38.778475,-90.605281
2970000,MO,Springfield,"Christian, Greene",150298,37.1962,-93.286099
2975220,MO,University City,St. Louis,37170,38.666233,-90.331081
3006550,MT,Billings,Yellowstone,98721,45.791401,-108.538543
3008950,MT,Bozeman,Gallatin,33535,45.676908,-111.042474
3011397,MT,Butte-Silver Bow,Silver Bow,32282,45.895956,-112.657607
3032800,MT,Great Falls,Cascade,56338,47.5048,-111.290624
3035600,MT,Helena,Lewis and Clark,27383,46.596522,-112.020381
3050200,MT,Missoula,Missoula,62923,46.868752,-114.007576
3103950,NE,Bellevue,Sarpy,47334,41.15645,-95.922642
3117670,NE,Fremont,Dodge,25314,41.440821,-96.492059
3119595,NE,Grand Island,Hall,44546,40.921832,-98.365852
3125055,NE,Kearney,Buffalo,28958,40.700764,-99.084612
3128000,NE,Lincoln,Lancaster,239213,40.8164,-96.688171
3137000,NE,Omaha,Douglas,414521,41.2639,-96.011745
3209700,NV,Carson City,Carson City IC,56062,39.148328,-119.743243
3231900,NV,Henderson,Clark,232146,36.033669,-115.002364
3240000,NV,Las Vegas,Clark,545147,36.20575,-115.222799
3251800,NV,North Las Vegas,Clark,176635,36.267831,-115.144219
3260600,NV,Reno,Washoe,203550,39.5387,-119.822499
3268400,NV,Sparks,Washoe,82051,39.544244,-119.736931
3314200,NH,Concord,Merrimack,42336,43.231594,-71.560077
3318820,NH,Dover,Strafford,28486,43.18975,-70.883373
3345140,NH,Manchester,Hillsborough,109691,42.9836,-71.444899
3350260,NH,Nashua,Hillsborough,87321,42.7486,-71.491848
3365140,NH,Rochester,Strafford,30004,43.300841,-70.978964
3402080,NJ,Atlantic City,Atlantic,40368,39.3776,-74.451443
3403580,NJ,Bayonne,Hudson,59987,40.66498,-74.110464
3405170,NJ,Bergenfield,Bergen,26056,40.9239,-73.998602
3410000,NJ,Camden,Camden,80010,39.93595,-75.108416
3413690,NJ,Clifton,Passaic,79922,40.86395,-74.157645
3419390,NJ,East Orange,Essex,68190,40.76595,-74.212109
3421000,NJ,Elizabeth,Union,125809,40.666367,-74.194157
3421480,NJ,Englewood,Bergen,26207,40.8924,-73.974315
3422470,NJ,Fair Lawn,Bergen,31408,40.935967,-74.118043
3424420,NJ,Fort Lee,Bergen,37175,40.850433,-73.971325
3425770,NJ,Garfield,Bergen,29772,40.8798,-74.108485
3428680,NJ,Hackensack,Bergen,43735,40.8893,-74.046117
3432250,NJ,Hoboken,Hudson,39900,40.74255,-74.028832
3436000,NJ,Jersey City,Hudson,239614,40.7113,-74.064962
3436510,NJ,Kearny,Hudson,38771,40.751333,-74.119713
3440350,NJ,Linden,Union,40014,40.62505,-74.238449
3441310,NJ,Long Branch,Monmouth,32091,40.2967,-73.989199
3446680,NJ,Millville,Cumberland,27886,39.390028,-75.054689
3451000,NJ,Newark,Essex,280666,40.7241,-74.173245
3451210,NJ,New Brunswick,Middlesex,50156,40.4864,-74.445133
3455950,NJ,Paramus,Bergen,26545,40.945117,-74.071524
3456550,NJ,Passaic,Passaic,68338,40.8573,-74.129404
3457000,NJ,Paterson,Passaic,149843,40.91445,-74.163413
3458200,NJ,Perth Amboy,Middlesex,48797,40.5202,-74.272098
3459190,NJ,Plainfield,Union,47642,40.61525,-74.416474
3461530,NJ,Rahway,Union,27563,40.607,-74.281407
3465790,NJ,Sayreville,Middlesex,43017,40.465628,-74.322107
3474000,NJ,Trenton,Mercer,84639,40.2234,-74.764224
3474630,NJ,Union City,Hudson,65128,40.767113,-74.032493
3476070,NJ,Vineland,Cumberland,58164,39.4648,-74.997395
3479040,NJ,Westfield,Union,29918,40.65165,-74.344212
3479610,NJ,West New York,Hudson,46667,40.78595,-74.009845
3501780,NM,Alamogordo,Otero,36245,32.884659,-105.957564
3502000,NM,Albuquerque,Bernalillo,494236,35.117218,-106.624636
3512150,NM,Carlsbad,Eddy,25300,32.404163,-104.236613
3516420,NM,Clovis,Curry,33357,34.41022,-103.20271
3525800,NM,Farmington,San Juan,43161,36.754663,-108.18556
3532520,NM,Hobbs,Lea,29006,32.734264,-103.16276
3539380,NM,Las Cruces,Dona Ana,82671,32.336067,-106.755756
3564930,NM,Roswell,Chaves,45199,33.371094,-104.529386
3570500,NM,Santa Fe,Santa Fe,70631,35.678502,-105.954149
3601000,NY,Albany,Albany,93523,42.66575,-73.799017
3603078,NY,Auburn,Cayuga,27941,42.933246,-76.568946
3606607,NY,Binghamton,Broome,45492,42.10155,-75.909518
3611000,NY,Buffalo,Erie,279745,42.8898,-78.859684
3624229,NY,Elmira,Chemung,29928,42.09325,-76.810117
3627485,NY,Freeport,Nassau,43519,40.6508,-73.584975
3629113,NY,Glen Cove,Nassau,26633,40.891529,-73.638799
3633139,NY,Hempstead,Nassau,52829,40.7034,-73.618972
3638077,NY,Ithaca,Tompkins,29766,42.443873,-76.503359
3638264,NY,James,Chautauqua,30381,42.0974,-79.236341
3642554,NY,Lindenhurst,Suffolk,28248,40.68565,-73.37182
3643335,NY,Long Beach,Nassau,35336,40.58515,-73.665599
3647042,NY,Middle,Orange,26067,41.445661,-74.422466
3649121,NY,Mount Vernon,Westchester,67924,40.91295,-73.829799
3650034,NY,Newburgh,Orange,28548,41.5031,-74.020052
3650617,NY,New Rochelle,Westchester,72967,40.9232,-73.779902
3651000,NY,New York,"Bronx, Kings, New York, Queens, Richmond",8143197,40.6698,-73.943849
3651055,NY,Niagara Falls,Niagara,52866,43.09115,-79.016248
3653682,NY,North Tonawanda,Niagara,32072,43.04375,-78.865949
3659223,NY,Port Chester,Westchester,27886,41.0045,-73.6677
3659641,NY,Poughkeepsie,Dutchess,30355,41.6958,-73.922473
3663000,NY,Rochester,Monroe,211091,43.168651,-77.615838
3663418,NY,Rome,Oneida,34344,43.225517,-75.489256
3665255,NY,Saratoga Springs,Saratoga,28036,43.067555,-73.778837
3665508,NY,Schenectady,Schenectady,61280,42.8018,-73.928102
3670420,NY,Spring Valley,Rockland,25355,41.11435,-74.049239
3673000,NY,Syracuse,Onondaga,141683,43.041059,-76.144067
3675484,NY,Troy,Rensselaer,48310,42.73435,-73.675469
3676540,NY,Utica,Oneida,59336,43.09685,-75.22838
3676705,NY,Valley Stream,Nassau,35799,40.66445,-73.705235
3678608,NY,Water,Jefferson,27220,43.973611,-75.910189
3681677,NY,White Plains,Westchester,56733,41.02085,-73.757422
3684000,NY,Yonkers,Westchester,196425,40.947033,-73.867514
3702140,NC,Asheville,Buncombe,72231,35.574123,-82.548826
